Drug,KW_stat,p_value,p_fdr,significant_fdr
COSTUNOLIDE (BRD:BRD-K26833429-001-02-8),5.046943024796524,0.0801807744919882,0.46847737713031273,False
ARCYRIAFLAVIN-A (BRD:BRD-K72726508-001-02-1),5.044897959183672,0.08026280389608198,0.46847737713031273,False
PIPERACETAZINE (BRD:BRD-K16277217-001-10-9),5.04419545596015,0.08029100128721459,0.46847737713031273,False
TOSEDOSTAT (BRD:BRD-K92241597-001-06-0),5.04220779220779,0.08037083670858639,0.46847737713031273,False
COBIMETINIB (BRD:BRD-K03390685-001-01-7),5.023039029935575,0.08114484470862121,0.47092357475003316,False
ESTRADIOL-CYPIONATE (BRD:BRD-A91452556-001-04-0),4.999999999999961,0.08208499862390042,0.47257210493278357,False
SULFAMETHAZINE (BRD:BRD-K11640013-236-10-1),4.984177215189882,0.08273698090176747,0.47257210493278357,False
EXATECAN-MESYLATE (BRD:BRD-K92150287-066-01-2),4.9769119769119925,0.08303807939906577,0.47257210493278357,False
BMS-599626 (BRD:BRD-K07106112-003-03-8),4.974681712962964,0.08313072946543065,0.47257210493278357,False
THIOTEPA (BRD:BRD-K09631521-001-12-3),4.9693781717871515,0.08335146563026374,0.47257210493278357,False
TORCETRAPIB (BRD:BRD-K55675242-001-03-0),4.9622665320545085,0.08364837599468414,0.47257210493278357,False
MAPROTILINE (BRD:BRD-K25433859-003-25-4),4.955830388692575,0.08391799606029866,0.47257210493278357,False
RHEOCHRYSIDIN (BRD:BRD-K67772619-001-05-1),4.9104084321475625,0.08584566258681778,0.48050834179196733,False
PD 0325901 (BRD:BRD-K49865102-001-08-4),4.896103896103895,0.08646185473307176,0.48050834179196733,False
PROTIRELIN (BRD:BRD-A16997652-001-02-3),4.895738735592019,0.08647764240185224,0.48050834179196733,False
ETOPOSIDE (BRD:BRD-K37798499-001-27-2),4.882081686429515,0.08707017787782295,0.48050834179196733,False
JK-184 (BRD:BRD-K38860038-001-01-2),4.880591630591638,0.087135071762125,0.48050834179196733,False
PF-03814735 (BRD:BRD-K68747584-001-02-0),4.867259837962974,0.08771784531194188,0.48172320834533366,False
KETOPROFEN (BRD:BRD-A97739905-001-26-5),4.849337728570233,0.08850742215867433,0.4829415266215611,False
FENDILINE (BRD:BRD-A71033472-003-23-9),4.8457470579472615,0.08866646538424447,0.4829415266215611,False
CLOMIFENE (BRD:BRD-K29950728-048-17-4),4.829831932773103,0.08937484909771626,0.4831834524092658,False
